0950000,2335.52,503001,02,35652,62928,-0.0665,+10.7895,-0162.1378,0.0100,316.5036
0955000,2347.72,503045,02,35740,63115,+0.1667,+11.0930,+0066.5497,0.0100,316.5313
0960000,2359.92,503356,00,35843,63041,+0.0863,+10.8473,+0125.7323,0.0100,316.7270
0965000,2372.01,502737,03,35600,63138,+0.0712,+11.0098,+0154.6203,0.0100,316.3375
0970000,2384.11,503980,01,35758,63528,-0.0775,+11.1588,-0143.9607,0.0100,317.1196
0975000,2396.27,503923,00,36039,63331,-0.0125,+10.8100,-0862.7200,0.0100,317.0838
0980000,2408.39,503590,02,35698,63280,+0.0310,+11.2153,+0361.2240,0.0100,316.8742
0985000,2420.41,503995,00,35628,63341,-0.0679,+10.7771,-0158.7172,0.0100,317.1291
0990000,2432.56,503854,01,35921,63433,-0.0020,+10.7623,-5478.7760,0.0100,317.0404
0995000,2445.15,503564,00,35849,63329,+0.0695,+11.3668,+0163.6118,0.0100,316.8579
1000000,2457.34,503838,02,35781,63304,+0.0068,+10.9580,+1610.1708,0.0100,317.0303
